,masked,sift,contrast,bright,species,path,vanilla,bbcontent,mixed,family,red,green,blue,average_0,average_1,average_2,diff_cont_red,diff_cont_green,diff_cont_blue,bbox_ratio
15,0,3206,88.64284493878742,16.936712328767122,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/fba65a0584bb0f791bf77769a5fafb4a.jpg,1,1,1,reptilia,53.78384418948976,46.92035076518009,47.357323418570346,171.13797673221265,172.79208385806015,164.12307784387028,49.02063402431729,45.72481780667317,58.65820638733021,6.636986301369863
16,0,2602,93.25727249889783,99.33251875,Trachemys scripta elegans,/content/drive/MyDrive/Animals_masked/Animals_masked/Trachemys scripta elegans/fad651cf48e23ef8d360b27a2290e242.jpg,1,1,0,reptilia,40.15679493722257,25.48497332157791,33.13184670129269,74.84798016532436,88.60964962390433,53.763479662263954,-47.269362542571,-38.45761642748265,-51.70139179427611,20.999375
17,0,7720,89.47839393126607,86.83332641196013,Sciurus carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Sciurus carolinensis/392fd9cc25654b3fb6337eacc72f5135.jpg,0,0,0,mammalia,26.476376955495,19.12788118425788,4.794888977040188,116.08690367073656,104.59458749472154,78.47664462989054,-6.030439037158814,-22.472678556665443,-26.988226826649523,14.769310631229235
18,1,22,19.69035193643551,148.02004273504272,Pandion haliaetus,/content/drive/MyDrive/Animals_masked/Animals_masked/Pandion haliaetus/7bbcca5b36618e4a36aa05e7ba015706.jpg,1,0,1,aves,41.12003786192274,27.20457225320185,60.34840823975422,63.2490221924032,98.76602231685624,150.62858504070087,-58.868320515492165,-28.301243734530743,45.1637135841608,0.6786324786324787
19,0,4625,83.7393978499208,92.86839375,Sciurus carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Sciurus carolinensis/6a4d01bd14579ffb01cd0f47de683e1c.jpg,0,0,0,mammalia,47.8218345205559,33.825302488244574,41.98528211795934,80.62834264222677,90.70499634501056,59.00567319339456,-41.48900006566859,-36.36226970637642,-46.4591982631455,17.4425
20,0,1476,66.18305753273471,100.15798958333332,Trachemys scripta elegans,/content/drive/MyDrive/Animals_masked/Animals_masked/Trachemys scripta elegans/18ece0b0bbf38ff2f4b91f084fa558ce.jpg,1,1,1,reptilia,9.577480062777424,27.80544334508876,58.18562829870733,190.69506365790664,163.78035575590516,127.66549985001704,68.57772095001125,36.71308970451818,22.20062839347696,17.19354166666667
21,0,4361,88.69411081514995,54.046164583333336,Chelydra serpentina,/content/drive/MyDrive/Animals_masked/Animals_masked/Chelydra serpentina/bcdd3fd32521b5b27b44bceafe32208e.jpg,0,0,0,reptilia,40.28789285388923,53.41817957157791,49.81438003462601,72.8538881355844,71.80182029646166,66.54917562072058,-49.26345457231096,-55.26544575492533,-38.91569583581949,19.165833333333335
22,0,1279,67.16281247241564,83.16989837398374,Pachydiplax longipennis,/content/drive/MyDrive/Animals_masked/Animals_masked/Pachydiplax longipennis/c72282bc4af55fc21a2f75e0435fcbfe.jpg,1,1,1,insecta,8.623849879850596,25.311943954844864,49.84203094098375,174.61293865338385,153.17487929038035,120.738321177424,52.49559594548849,26.107613238993395,15.273449720883931,51.700203252032516
23,1,1010,79.78466887309695,120.85112291666668,Harmonia axyridis,/content/drive/MyDrive/Animals_masked/Animals_masked/Harmonia axyridis/b60d9cab5da154a2c2d0c416f7ef2aba.jpg,1,1,0,insecta,19.445926187222568,37.16787876175543,4.35861336795935,118.88548607166736,163.41700163171092,89.81824565227872,-3.2318566362280023,36.34973558032394,-15.646625804261348,0.43833333333333335
24,1,4782,77.64158507319378,83.14531875,Junonia coenia,/content/drive/MyDrive/Animals_masked/Animals_masked/Junonia coenia/2cc42e6f3edbdffd2dc723243541326a.jpg,1,1,0,insecta,16.38814464611076,35.96825792842209,59.583186632040665,184.2112979312733,163.64859922828106,127.15650950614848,62.093955223377904,36.58133317689408,21.69163804960841,3.4014583333333333
25,1,2555,70.40459456456908,34.20629375,Pandion haliaetus,/content/drive/MyDrive/Animals_masked/Animals_masked/Pandion haliaetus/a6772e19b6d2dac906d13624e557e5bc.jpg,1,1,1,aves,56.37647381277744,31.83151001175541,32.60725954870732,156.8678914529411,159.12343859709955,166.9763922790617,34.75054874504575,32.05617254571257,61.511520822521646,9.1721875
26,0,623,57.79685112094764,89.23775365630713,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/5c18dbdb98d8fdbda377261c77213d66.jpg,1,0,0,reptilia,18.749633031372483,4.773643695484864,8.947022112627238,102.06269527490264,117.40093448846493,80.4158267937082,-20.054647432992724,-9.666331562922068,-25.04904466283186,52.10237659963437
27,0,3217,86.38830252906072,58.6250351782364,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/d4a61eb9901710b41e4bb7e3307d0976.jpg,0,0,0,aves,25.15776597380794,32.87888797135902,15.889535819491556,108.833071816837,94.58194909603122,85.38728798080412,-13.284270891058355,-32.48531695535576,-20.07758347573595,5.592401500938086
28,1,1822,69.93431224399187,25.95736323155216,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/7828cc75fbdf9fd90622a7b15298d98a.jpg,1,1,1,aves,10.365655603489898,10.305220904275116,5.554421256000055,117.23313075621827,114.66405514147424,116.22026921884095,-4.884211951677074,-12.40321090991273,10.755397762300902,40.95006361323155
29,1,2430,97.22493406847182,27.96261875,Procyon lotor,/content/drive/MyDrive/Animals_masked/Animals_masked/Procyon lotor/0513fc366c65c85234eb98a6fec87e8a.jpg,1,1,1,mammalia,4.939198812777434,3.63925248824458,2.4449303820406527,124.6024010043998,122.86168353896004,111.54006017617034,2.485058296504448,-4.205582512426943,6.075188719630276,24.710208333333334
30,0,2276,83.99911610180601,96.8822,Harmonia axyridis,/content/drive/MyDrive/Animals_masked/Animals_masked/Harmonia axyridis/08685516192f69b4937e1d5489dc02f1.jpg,0,0,0,insecta,25.23085535388924,7.063175404911249,21.72710503462602,74.01473282847006,93.15559220611712,62.23638399134094,-48.1026098794253,-33.91167384526986,-43.22848746519913,58.483333333333334
31,1,944,74.15835304979257,32.81934680451128,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/cd9a1e98e2419586d9ddadcb0d105952.jpg,0,0,0,aves,12.685510162786484,23.11111169877089,23.585240874225008,102.38758554166613,105.4007975630884,99.19382846170704,-19.729757166229238,-21.66646848829859,-6.271042994833039,9.12265037593985
32,0,909,92.52170981633355,43.0164217032967,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/d227adce19bdd3fc66c38c3639134991.jpg,1,0,0,aves,41.0655119701896,52.23685915033249,48.00855727821576,73.57763590563887,72.7651067802544,67.75979230424721,-48.53970680225649,-54.30215927113258,-37.70507915229285,62.52884615384615
33,0,4147,99.96875807998796,62.168708333333335,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/5c6c3cfea2a19fef97dae29508631e45.jpg,0,1,1,reptilia,13.376530062777434,5.228555845088764,19.141330382040664,141.86797293565314,132.07782132622685,125.99709096894858,19.75063022775778,5.010555274839845,20.53221951240852,24.039166666666667
34,1,17,28.645049031447417,127.60531603773585,Pandion haliaetus,/content/drive/MyDrive/Animals_masked/Animals_masked/Pandion haliaetus/e18b289d82514eb0ed99185b34e18336.jpg,1,0,1,aves,10.02834303447554,41.77046168635779,64.55798915412288,58.799206644118826,84.50688156979304,119.40237392094502,-63.318136063776535,-42.56038448159394,13.937502464404956,0.25660377358490566
35,0,2215,64.11706195844596,57.31701944444445,Harmonia axyridis,/content/drive/MyDrive/Animals_masked/Animals_masked/Harmonia axyridis/4ae8f30f29ad65f2523b8ed4e4d5abf7.jpg,1,1,0,insecta,0.4406296594447951,3.565253877133472,15.734678298707324,138.35407721503972,123.35616377020114,109.60470783815428,16.236734507144362,-3.7111022811858447,4.1398363816142165,5.661666666666667
36,1,828,69.65295783754144,34.406251885369535,Spinus tristis,/content/drive/MyDrive/Animals_masked/Animals_masked/Spinus tristis/cc5427fb215dae735148f8f812ba73ba.jpg,1,1,1,aves,12.803234191736706,2.81199511733611,14.952798773820447,115.59163619049548,107.8487116614982,100.74035286492224,-6.525706517399868,-19.21855438988878,-4.724518591617823,61.253016591251885
37,0,1755,82.22217177071181,56.70639791666667,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/975470cfbd5ab402195a93d1b9dd3418.jpg,0,0,1,aves,5.887321729444096,0.9643795715779078,6.641817882040655,130.61298980816483,125.84583561937556,115.7502821076388,8.495647100269466,-1.2214304320114309,10.28541065109873,0.7389583333333333
38,1,6562,92.05057171518852,36.47744660804021,Canis latrans,/content/drive/MyDrive/Animals_masked/Animals_masked/Canis latrans/5ded5e5e8fe09738a824a3a79de0c20c.jpg,0,0,0,mammalia,17.966448831694933,33.48360211136016,30.669900532950976,92.4632317053846,92.45398424997228,91.1200415204076,-29.65411100251077,-34.613281801414715,-14.34482993613247,0.7675879396984925
39,0,423,33.82179788521343,25.895022916666665,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/fa70a25b4c6b558de26d90a365572ddc.jpg,0,0,0,reptilia,65.86567381277742,58.150468345088754,58.209792882040645,190.0955358044264,194.03381141747863,187.05517638599756,67.97819309653106,66.96654536609168,81.59030492945746,43.2975
40,0,4903,99.68486228675592,125.0251875,Junonia coenia,/content/drive/MyDrive/Animals_masked/Animals_masked/Junonia coenia/c97fe4b2f3d363ea9d832ec840e438fd.jpg,0,0,0,insecta,49.246026187222576,46.04782123824458,48.24351545129268,72.54269693135781,77.96595770889837,61.84412373167519,-49.57464577653755,-49.10130834248861,-43.62074772486488,5.049791666666667
41,0,5645,96.07060277240696,62.32204460966543,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/b5dee25f45b8c470b8641ce2d1acd9b1.jpg,1,1,1,aves,19.743733366590604,24.513994635084728,11.969277091627248,110.41277664864629,100.391037998426,87.18949238104142,-11.704566059249087,-26.676228052960997,-18.27537907549865,14.369423791821562
42,0,1218,90.15679361164712,161.88368739565942,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/459eef4bb5170ae30e896a7b130ffc2d.jpg,0,0,0,reptilia,61.16518840550304,5.374310313787149,27.460421242194187,89.82932558472477,115.04160770855331,44.94508427227367,-32.28801712317059,-12.025658342833651,-60.5197871842664,19.607262103505843
43,0,8513,89.97911055107616,29.71998263888889,Procyon lotor,/content/drive/MyDrive/Animals_masked/Animals_masked/Procyon lotor/7709485e950ca30ddcf5faf63efc27e1.jpg,1,0,0,mammalia,30.89963624964612,25.00647244862411,16.865158728000253,140.54633857999988,151.36845802140644,141.50495746985038,18.42899587210452,24.30119197001946,36.04008601331032,38.702335858585855
44,0,1205,91.86510897701716,90.63037883845126,Procyon lotor,/content/drive/MyDrive/Animals_masked/Animals_masked/Procyon lotor/7f0ff11ea86cd784bbaa134e97b6dd9f.jpg,0,0,0,mammalia,63.45600830504634,61.20583661708304,71.32498074668655,58.268117755656206,72.34775866363483,50.32608250367887,-63.84922495223916,-54.71950738775215,-55.1387889528612,36.92456608811749
45,0,4257,80.56085331799784,76.7368,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/ecea1da3a070f70874333c8ec11c2d84.jpg,0,1,0,reptilia,7.442432146110761,7.586849595088765,36.94287413204064,159.69363831147706,133.6658103295848,117.15801327429638,37.5762956035817,6.598544278197807,11.693141817756311,6.402916666666666
46,0,2111,76.93104118594147,57.94246041666667,Junonia coenia,/content/drive/MyDrive/Animals_masked/Animals_masked/Junonia coenia/fa636ceb8c4a9b4dfa85f3da531ca497.jpg,0,0,0,insecta,4.446019937222573,4.734937095088739,1.6468553820406555,125.83045442466116,132.4140397279499,105.70771738671904,3.713111716765809,5.346773676562918,0.2428459301789871,30.036875000000002
47,0,3733,95.20184140193076,88.86795866935483,Junonia coenia,/content/drive/MyDrive/Animals_masked/Animals_masked/Junonia coenia/82cd5035b61ad587e71fb04194682e4b.jpg,0,1,1,insecta,5.0060126791580615,3.119972851147807,26.431248863223445,151.8481825415637,126.4382632063036,109.64130643202591,29.730839833668327,-0.6290028450833915,4.176434975485847,39.422631048387096
48,1,154,59.93275783093489,11.810448113207547,Pandion haliaetus,/content/drive/MyDrive/Animals_masked/Animals_masked/Pandion haliaetus/945c26f9aa5eeb93138880c2351f65ef.jpg,1,1,1,aves,40.62196095900383,23.958875577793165,26.366310374179008,160.12452091183485,161.6138315063959,161.0887418847456,38.00717820393949,34.54656545500893,55.62387042820552,63.19858490566038
49,1,171,44.78169006768778,27.6612125,Pandion haliaetus,/content/drive/MyDrive/Animals_masked/Animals_masked/Pandion haliaetus/95dea47f1278c063a1f27fe7a85b1483.jpg,1,1,1,aves,121.39891339611076,92.45458292842208,85.06340954870733,213.4310082948088,223.8946425320968,235.816594979202,91.31366558691342,96.82737648070984,130.3517235226619,11.197083333333333
50,0,7085,96.18063105521831,102.40846666666668,Chelydra serpentina,/content/drive/MyDrive/Animals_masked/Animals_masked/Chelydra serpentina/859aaa10080f9982bd15bf3da82433d0.jpg,0,1,1,reptilia,45.39441160388924,30.85026498824457,38.88634670129268,83.74372261981465,94.52423248799788,62.75763255436153,-38.37362008808071,-32.54303356338909,-42.70723890217854,9.1075
51,1,8688,73.61460605774528,107.4585875,Canis latrans,/content/drive/MyDrive/Animals_masked/Animals_masked/Canis latrans/4d65677223eed7246a951b0deea914a8.jpg,1,0,1,mammalia,24.754892853889245,10.57862123824458,11.927201215373984,134.1854769410116,115.21342646904282,84.67969527896996,12.068134233116226,-11.853839582344165,-20.785176177570108,2.2808333333333333
52,0,8993,93.4214325099796,139.65734375,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/3c9d33532262134019bc3c8a8a5ac656.jpg,0,0,0,aves,36.552501187222575,23.22804334508875,7.108034201292682,116.44393512136462,149.3879820965448,75.08001914663781,-5.673407586530743,22.32071604515781,-30.384852309902257,0.216875
53,0,2963,95.78027328152704,70.49667149059334,Spinus tristis,/content/drive/MyDrive/Animals_masked/Animals_masked/Spinus tristis/5d3a14ecb3fdb3a0f9f5547fc0cb8732.jpg,1,1,1,aves,13.571131347147912,10.327889228476124,4.075959002305709,123.35142209869022,122.58859653097582,135.23217179130367,1.2340793907948608,-4.47866952041116,29.767300334763604,23.299746743849497
54,0,848,64.03809924239145,103.32785625,Spinus tristis,/content/drive/MyDrive/Animals_masked/Animals_masked/Spinus tristis/123a36efe661a1cb1df2261ebe49100d.jpg,1,1,1,aves,85.06259672944408,33.38952667842209,0.4208612846260138,118.56906906906907,157.97590736293546,197.4788154322157,-3.548273638826288,30.90864131154848,92.01394397567564,13.016875
55,0,578,66.79469896643752,73.02433333333333,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/dc8256abf092cc2572e3d2a420b4f696.jpg,1,0,0,reptilia,26.530498812777424,26.699641261755417,24.99701996537398,152.06979558942925,158.15051698581965,140.09505542244014,29.952452881533887,31.08325093443267,34.63018396590007,29.49395833333333
56,0,638,79.0565757030895,59.6699980529595,Sciurus carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Sciurus carolinensis/92cf300a4515fe292935d6c362cbb552.jpg,1,1,1,mammalia,9.021521456858425,15.101638905836424,16.6835945759659,187.9060360960048,190.07412462497405,156.52416581262142,65.78869338810945,63.00685857358707,51.05929435608135,68.11020249221184
57,0,8790,92.05297307375552,63.543351362179486,Trachemys scripta elegans,/content/drive/MyDrive/Animals_masked/Animals_masked/Trachemys scripta elegans/3c1b3759df8af0d7b00720ecdd8cc6cb.jpg,0,0,0,reptilia,25.93071227431589,34.12240424252464,54.98436940447654,186.41182292135255,167.14244762275104,140.58447050554796,64.29448021345722,40.075181571364055,35.11959904900789,14.219951923076923
58,0,2793,74.37502978648966,38.48192916666667,Anolis carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Anolis carolinensis/2e1e9e6838ee453eba09d642c16462c3.jpg,1,1,1,reptilia,36.24643006277744,29.51619542842208,43.16439496537397,170.7203114360851,159.93641267977551,149.91058720581694,48.60296872818974,32.869146628388535,44.44571574927687,12.935208333333334
59,1,1700,61.7981738258876,88.912553125,Harmonia axyridis,/content/drive/MyDrive/Animals_masked/Animals_masked/Harmonia axyridis/7541d9a164a1e6e38997f7ea15249191.jpg,1,1,1,insecta,4.047179312222568,16.226703761755417,5.797514236207306,127.90811912225703,146.03235880938928,110.45434844393918,5.790776414361687,18.9650927580023,4.989476987399115,24.45859375
60,0,8327,98.95740991104422,51.19780950479233,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/8b06ec6119ae01bb6656207b3ec2347a.jpg,0,0,0,aves,7.091453683228963,18.66949318313276,4.293450295541888,119.378853980677,108.04668897925094,102.71042614254485,-2.7384887272183533,-19.020577072136035,-2.754445313995234,2.9568690095846644
61,1,880,48.221230886701385,23.25250833333333,Pandion haliaetus,/content/drive/MyDrive/Animals_masked/Animals_masked/Pandion haliaetus/e4a81eb698982beb7c4ab355aa1f1a3c.jpg,1,1,1,aves,72.02362381277742,47.554464178422094,40.78922204870732,180.37349394196343,191.33657420405413,199.72944927243896,58.25615123406807,64.26930815266715,94.26457781589887,24.901666666666667
62,0,1961,78.86980180598962,144.0598921009772,Pachydiplax longipennis,/content/drive/MyDrive/Animals_masked/Animals_masked/Pachydiplax longipennis/e9ae77e92eecca64545e16ba73f4e0de.jpg,1,1,1,insecta,50.41001948933984,22.265974923098,1.6542247957552263,110.89682568140024,94.73240156281452,49.42288814673339,-11.220517026495116,-32.334864488572464,-56.04198330980668,59.07349348534202
63,0,2974,59.23208267696538,77.06785079051383,Junonia coenia,/content/drive/MyDrive/Animals_masked/Animals_masked/Junonia coenia/10579beada79252bac6da1875d3ce007.jpg,0,0,0,insecta,1.159318240911631,17.716989096076887,29.88811094034104,154.00862241417337,144.92556319516393,109.13149633524702,31.891279706278013,17.85829714377695,3.666624878706955,3.4583333333333335
64,0,121,32.19403929750797,104.0995177383592,Canis latrans,/content/drive/MyDrive/Animals_masked/Animals_masked/Canis latrans/d016b73967419bdd46a3beb1d271c2ba.jpg,0,0,0,mammalia,18.269323623475344,30.703974257875142,21.451232345270498,143.25153674744678,155.6692203848407,90.02147671516613,21.134194039551417,28.601954333453733,-15.443394741373936,1.6369179600886918
65,1,1568,71.98996922895938,66.79105438931298,Spinus tristis,/content/drive/MyDrive/Animals_masked/Animals_masked/Spinus tristis/5f6fd5c130dee8ad3b67394b6b904998.jpg,1,1,1,aves,51.83996939651011,52.26239806712499,48.16861654862093,70.53835854577652,70.31822931427249,58.09242585146718,-51.57898416211884,-56.749036737114494,-47.37244560507288,25.53180661577608
66,0,969,77.39308123820916,42.561982182628064,Canis latrans,/content/drive/MyDrive/Animals_masked/Animals_masked/Canis latrans/6458f80b35b4f1d15040459f77bb021c.jpg,0,0,0,mammalia,23.141566282153818,3.4515136519416814,9.351295253631209,114.1073609511134,122.88779283799536,132.41728441976846,-8.009981756781968,-4.179473213391631,26.9524129632284,0.3207126948775056
67,0,9418,95.3551190335937,85.64474184782608,Canis latrans,/content/drive/MyDrive/Animals_masked/Animals_masked/Canis latrans/1847d4a830d734d8713bf56462894441.jpg,0,1,0,mammalia,3.676143216208075,3.075874142190216,8.525985816823251,138.90641732425323,137.8482858202533,121.10206901162078,16.789074616357865,10.781019768866315,15.637197555080718,36.80615942028985
68,0,1145,77.12324988367905,93.321763136289,Junonia coenia,/content/drive/MyDrive/Animals_masked/Animals_masked/Junonia coenia/11e225ef58e661f4959db610ee439006.jpg,1,1,1,insecta,45.06754134526855,36.42007475835952,20.8174824155784,94.64920290910337,88.14317265013196,61.39873707488576,-27.468139798791995,-38.92409340125502,-44.06613438165431,51.646551724137936
69,0,5180,51.68581403798884,42.883239583333335,Sciurus carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Sciurus carolinensis/a89440dd43a0a48f1ef5feae7fec43bf.jpg,0,0,0,mammalia,32.359419646110766,25.349799595088754,31.545984548707324,153.6488438776483,150.66618965496153,140.72657466599847,31.53150116975293,23.598923603574548,35.2617032094584,14.092916666666666
70,0,5261,72.37946535363385,52.746377083333336,Chelydra serpentina,/content/drive/MyDrive/Animals_masked/Animals_masked/Chelydra serpentina/19c7b092885704ee0fb555056c0270ad.jpg,0,0,0,reptilia,42.1320342294441,42.41767876175543,65.040782465374,213.3543320774244,192.6912180384046,173.01596403020747,91.236989369529,65.62395198701762,67.5510925736674,48.15083333333333
71,1,2337,94.4071616830252,51.09719981238274,Picoides pubescens,/content/drive/MyDrive/Animals_masked/Animals_masked/Picoides pubescens/c78eb4e38d73de16723966fedc02e25c.jpg,1,0,1,aves,18.86356334716629,28.253597164604813,21.364148858891184,102.24939860634336,98.11705077275356,90.66059544826068,-19.867944101552,-28.950215278633426,-14.804276008279388,1.5068011257035647
72,1,14535,84.52802355888657,64.65396666666666,Sciurus carolinensis,/content/drive/MyDrive/Animals_masked/Animals_masked/Sciurus carolinensis/20011af8dfae4a327e6b39c45df05745.jpg,1,0,1,mammalia,3.8809258961107673,14.427874595088769,8.907717882040643,127.77398343701324,138.03451509899614,109.39333236455232,5.656640729117882,10.967249047609158,3.928460908012241,13.048124999999999
73,0,2203,98.94676698396964,85.37197271386431,Procyon lotor,/content/drive/MyDrive/Animals_masked/Animals_masked/Procyon lotor/edc575d8f3084e227dbf17de8febdefd.jpg,1,0,0,mammalia,68.42373317468571,78.2678616696605,63.466472881233685,57.76958033261965,47.64140441426146,39.97900815217391,-64.34776237527572,-79.42586163712552,-65.48586330436615,31.533370206489675
